"bulan","titik_lokasi","kecamatan","wilayah","panjang","satuan_panjang.luas","tanggal","volume_sampah_perhari.m3."
1,"Stasiun Pompa Air Saluran PHB. Gang Macan ( Jln. Da'an Mogot Raya - Rumah Pompa Gang Macan )","Kebon Jeruk","Jakarta Barat",700,"M",6,2
1,"Saluran PHB. Da'an Mogot 1 Sisi Barat ( Jln. Da'an Mogot 1 - Jln. Da'an Mogot Raya )","Kebon Jeruk","Jakarta Barat",610,"M",6,2
1,"Saluran PHB. Da'an Mogot 1 Sisi Timur ( Jln.Da'an Mogot Raya - Depan Hotel Grogo In )","Kebon Jeruk","Jakarta Barat",610,"M",6,1
1,"Kali Sekretaris ( Jln. TPU Sukabumi Selatan - Jln. Pos Pengumben - Jln. Panjang Qrisdorn )","Kebon Jeruk","Jakarta Barat",839,"M",6,1
1,"Kali Sekretaris ( Jln. Panjang Qrisdorn - Jln. Sasak Dua )","Kebon Jeruk","Jakarta Barat",627,"M",6,1
1,"Kali Sekretaris ( Depan Gereja Manungsong Sang Timur - Jln. Budi Raya )","Kebon Jeruk","Jakarta Barat",350,"M",6,1
1,"Kali Sekretaris ( Jln. Budi Raya - Jln. Arjuna Selatan )","Kebon Jeruk","Jakarta Barat",420,"M",6,1
1,"Saluran PHB. Arjuna Selatan/Fly Over - Saluran PHB. Budi Raya ( Jln. Kemanggisan Utama - Jln. Budi Raya )","Kebon Jeruk","Jakarta Barat",500,"M",6,1
1,"Kali Pesanggrahan ( Jln. Pos Pengumben Lama - Jln pos pengumben raya )","Kebon Jeruk","Jakarta Barat",200,"m",6,2
1,"PHB. Budi Murni ( SMA Budi Murni 2 Jln. Puri Kembangan - Jln. Pesanggrahan )","Kebon Jeruk","Jakarta Barat",821,"m",6,1
1,"Kali Saluran PHB.Komplek Green Garden (Jln. Bahagia- Jln. Green Garden)","Kebon Jeruk","Jakarta Barat",2.7,"m",6,1
1,"Stasiun Pompa Air Saluran PHB. Kedoya Utara ( SDN 09 Kedoya Utara - Stasiun Pompa Air)","Kebon Jeruk","Jakarta Barat",815,"m",6,1
1,"PHB Sawah Lio GG VI Kel. Jembatan 5","Tambora","Jakarta Barat",150,"m",6,12
1,"Kali Cibubur Krendang (Jln. Krendang Utara Kel. Krendang Kec. Tambora)","Tambora","Jakarta Barat",850,"m",6,3
1,"PHB Krendang Timur Rw 2","Tambora","Jakarta Barat",200,"m",6,12
1,"Banjir Kanal Barat Seasons City (Jln. Inspeksi Kali Anyar-Jln. PTB Angke)","Tambora","Jakarta Barat",2.5,"m",6,30
1,"Kali Jelangkeng Jln. Penjagalan - Jl. Gedong Panjang - Putaran Utara Exit Tol","Tambora","Jakarta Barat",1000,"m",6,12
1,"PHB Tiang Bendera","Tambora","Jakarta Barat",150,"m",6,12
1,"PHB Gedong Panjang","Tambora","Jakarta Barat",500,"m",6,12
1,"PHB Jembatan Merah","Tambora","Jakarta Barat",250,"m",6,12
1,"PHB Ros Malaka","Tambora","Jakarta Barat",500,"m",6,12
1,"PHB Koramil Belakang Pospol Jl. Kopi","Tambora","Jakarta Barat",350,"m",6,12
1,"Kali Opak Perniagaan Jln. Tambora VI - Jln Penjagalan / Perniagaan Raya","Tambora","Jakarta Barat",800,"m",6,12
1,"Kali Pejagalan Jln. Pejagalan Raya","Tambora","Jakarta Barat",400,"m",6,12
1,"PHB Tambora VI","Tambora","Jakarta Barat",500,"m",6,12
1,"PHB Tambora I","Tambora","Jakarta Barat",200,"m",6,12
1,"Kali Item Padamulya Jln. Padamulya - RPTRA Kalijodo","Tambora","Jakarta Barat",1000,"m",6,2
1,"Kali Item Padamulya Samping RPTRA Kalijodo","Tambora","Jakarta Barat",500,"m",6,2
1,"Kali Angke. Saringan Pesing - Jembatan Genit (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Angke. Jembatan Genit - Pintu Air Gusti (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Angke. Pintu Air Kampung Gusti - Jembatan Gerobak (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Angke. Jembatan Fajar - Jembatan Aladin (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",300,"m",6,2
1,"Saluran PHB Kolong (samping Tol Angke)","Grogol Petamburan","Jakarta Barat",400,"m",6,12
1,"PHB BNI (Jln. Komplek BNI)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Perdana ( Jln. Perdana Jelambar)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Angke (Jln. Tubagus Angke)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Wijaya (Jln. Wijaya Kusuma )","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Fajar (Jln. Jelambar Barat II)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Widara","Grogol Petamburan","Jakarta Barat",325,"m",6,12
1,"PHB Utama Sakti","Grogol Petamburan","Jakarta Barat",300,"m",6,12
1,"Rumah Pompa Jelambar (Jln. Jelambar Baru)","Grogol Petamburan","Jakarta Barat",500,"m",6,1
1,"Kali Grogol. Perbatasan Utara Tubagus Angke - Jembatan Sampoerna (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Grogol. Jembatan Sampoerna - Jembatan Borobudur (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Grogol. Jembatan Borobudur - Jembatan RSJ (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Grogol. Jembatan RSJ - Lampu Merah Citraland (Jln. Satria)","Grogol Petamburan","Jakarta Barat",500,"m",6,3
1,"Kali BKB. Jembatan Besi - Petak Seng (Jln. Petak Seng)","Grogol Petamburan","Jakarta Barat",600,"m",6,1
1,"Kali BKB. Petak Seng - Jembatan 2 Perbatasan Utara (Jln. Petak Seng)","Grogol Petamburan","Jakarta Barat",600,"m",6,1
1,"PHB Setia Jaya (Jln. Setia Jaya Jelambar)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Jelambar Baru Jaya 6 (Jln. Duta Mas)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Jelambar I (Jln. Jelambar Utama I)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Jelambar Baru (Jln. Jelambar Baru)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Latumenten (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Mangkaliwe (Jln. Mangkaliwe Raya)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Terminal Grogol (Jln. Susilo Raya)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Muwardi","Grogol Petamburan","Jakarta Barat",400,"m",6,12
1,"PHB Susilo","Grogol Petamburan","Jakarta Barat",200,"m",6,12
1,"PHB Semeru","Grogol Petamburan","Jakarta Barat",230,"m",6,12
1,"Pompa Kyai Tapa - PHB Trisakti (Jln. Kyai Tapa - S. Parman)","Grogol Petamburan","Jakarta Barat",1000,"m",6,1
1,"PHB Rs. Sumber Waras (Jln. Kyai Tapa - S. Parman)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"Kali Sodetan Sekretaris. (Jembatan Medika)","Grogol Petamburan","Jakarta Barat",300,"m",6,2
1,"Kali Sodetan Sekretaris. (Pos Pol Citra Land)","Grogol Petamburan","Jakarta Barat",500,"m",6,2
1,"PHB Mandiri (JLn. Kyai Tapa)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Tanjung Duren Raya","Grogol Petamburan","Jakarta Barat",700,"m",6,12
1,"PHB Sodetan Sekretaris (Mall Citraland - Hotel Grogol IN)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Daan Mogot (Jln. Daan Mogot 1 - Jembatan Medika)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Empang Bahagia (Pompa Air Susilo)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Komplek Penerangan","Grogol Petamburan","Jakarta Barat",800,"m",6,12
1,"Saringan Waduk Tomang","Grogol Petamburan","Jakarta Barat",400,"m",6,12
1,"PHB Tanjung Duren Utara 12 (Belakang Waduk Tomang)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Tawakal","Grogol Petamburan","Jakarta Barat",239,"m",6,12
1,"Sekatan Depan Hotel Fashion (Kali Grogol - Taman Anggrek)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Grogol. Jembatan Taman Anggrek","Grogol Petamburan","Jakarta Barat",500,"m",6,3
1,"Kali Grogol. Kampus Universitas Kristen Krida Wacana - Kampus Universitas Tarmunegara (Jln. S. Parman)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"PHB Kampus Universitas Tarmunegara - Mall Citra Land ( Jln. S. Parman)","Grogol Petamburan","Jakarta Barat",450,"m",6,12
1,"Kali Grogol. Kampus UNTAR - Mall Citra Land (Jln. S. Parman)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Grogol. Pintu Air Citraland - UNTAR ( Jln . S. Parman)","Grogol Petamburan","Jakarta Barat",500,"m",6,3
1,"PHB Duren Utara - Tanjung Duren 3","Grogol Petamburan","Jakarta Barat",300,"m",6,12
1,"PHB Tanjung Duren - Kampus Universitas Tarumanegara (Jln. S. Parman)","Grogol Petamburan","Jakarta Barat",300,"m",6,12
1,"Kali BKB. Jembatan Roxy - Rel KA (Jln. Grogol Banjir Kanal)","Grogol Petamburan","Jakarta Barat",1000,"m",6,1
1,"Kali Banjir Kanal Barat Grogol - Jembatan Gantung (Jln. Grogol Banjir Kanal)","Grogol Petamburan","Jakarta Barat",500,"m",6,1
1,"Kali BKB. Jembatan Rel Ka - Season City (Jln. Semeru Tanggul)","Grogol Petamburan","Jakarta Barat",500,"m",6,1
1,"Kali BKB. Jembatan Roxy - Pos Rw (Jln. Tomang Banjir Kanal )","Grogol Petamburan","Jakarta Barat",500,"m",6,1
1,"Kali BKB. Pos Rw - Jembatan Tomang (Jln. Tomang Banjir Kanal Barat)","Grogol Petamburan","Jakarta Barat",500,"m",6,1
1,"PHB Rawa Kepa Ujung - Rawa Kepa Raya (Jln. Rawa Kepa Tomang)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Belakang Square - Waduk Rawa Kepa (Jln. Tomang Banjir Kanal Barat)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"Pompa Fly Over Tomang (Kali Banjir Kanal Barat Jln. Tomang)","Grogol Petamburan","Jakarta Barat",500,"m",6,1
1,"PHB Rawa Bahagia","Grogol Petamburan","Jakarta Barat",310,"m",6,12
1,"PHB Mandala Utama","Grogol Petamburan","Jakarta Barat",283,"m",6,12
1,"Kali Sekretaris Jembatan Tomang Barat - Jembatan Mangga Raya (Jln. Tanjung Duren Selatan)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Sekretaris Jembatan Mangga Raya - Jembatan Pos PDI (Jln. Tanjung Duren Selatan)","Grogol Petamburan","Jakarta Barat",1000,"m",6,3
1,"Kali Sekretaris Jembatan Pos PDI - Saringan Pos Pol (Jln. Tanjung Duren Utara)","Grogol Petamburan","Jakarta Barat",300,"m",6,3
1,"Kali Sekretaris Pinggir Tol Arjuna Jembatan Patra (Jln. Arjuna Selatan)","Grogol Petamburan","Jakarta Barat",500,"m",6,3
1,"Kali Sekretaris Jembatan Patra - Jembatan Tomang Barat (Jln. Tanjung Duren Selatan)","Grogol Petamburan","Jakarta Barat",500,"m",6,3
1,"PHB Gendong (Jln Arjuna - Pos Pol Tanjung Duren Selatan)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Gendong (Pos Pol Tanjung Duren Selatan - Jembatan Tomang Barat)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"PHB Gendong (Jembatan Tomang Barat - Jembatan Mangga Raya)","Grogol Petamburan","Jakarta Barat",500,"m",6,12
1,"Kali Anak Ciliwung Kota (Jln. Pangeran Jayakarta Raya - Jembatan Pinangsia)","Tamansari","Jakarta Barat",500,"m",6,2
1,"Kali Anak Ciliwung Kota (Jembatan Pinangsia - Jembatan Bonciang)","Tamansari","Jakarta Barat",500,"m",6,1
1,"PHB Pinangsia","Tamansari","Jakarta Barat",245,"m",6,12
1,"PHB Jayakarta Gereja Sion","Tamansari","Jakarta Barat",400,"m",6,12
1,"Kali Anak Ciliwung kota Jembatan Pecah Kulit - Mangga Besar 5","Tamansari","Jakarta Barat",250,"m",6,1
1,"Kali Anak Ciliwung kota Jembatan Mangga Besar 5 - Pos Koramil Jl Pangeran Jayakarta","Tamansari","Jakarta Barat",300,"m",6,12
1,"Kali Anak Ciliwung kota Jembatan Pecah Kulit - Perbatasan Pusat","Tamansari","Jakarta Barat",250,"m",6,1
1,"PHB Jln. Buni","Tamansari","Jakarta Barat",297,"m",6,12
1,"PHB Pondok Tuak","Tamansari","Jakarta Barat",300,"m",6,12
1,"PHB Pecah Kulit","Tamansari","Jakarta Barat",600,"m",6,12
1,"Kali Beton Tangki (Mangga Besar Raya - Sekolah Kalam Kudus)","Tamansari","Jakarta Barat",800,"m",6,1
1,"Kali Beton Tangki (Mangga Besar 4p - Mangga Besar Raya)","Tamansari","Jakarta Barat",700,"m",6,1
1,"Kali Beton Tangki (Jln. Sryo Pranoto - Jln. Mangga Besar 4p)","Tamansari","Jakarta Barat",700,"m",6,12
1,"PHB Mangga Besar 4R","Tamansari","Jakarta Barat",307,"m",6,12
1,"PHB Maphar Kebon Jeruk XVII","Tamansari","Jakarta Barat",186,"m",6,12
1,"PHB Maphar Kebon Jeruk XVI","Tamansari","Jakarta Barat",266,"m",6,12
1,"PHB Maphar Kebon Jeruk IX","Tamansari","Jakarta Barat",163,"m",6,12
1,"PHB Badillah","Tamansari","Jakarta Barat",311,"m",6,12
1,"PHB Mangga Besar 6S","Tamansari","Jakarta Barat",395,"m",6,12
1,"PHB Maphar Kebon Jeruk VII","Tamansari","Jakarta Barat",101,"m",6,12
1,"PHB Mangga Besar 4E","Tamansari","Jakarta Barat",246,"m",6,12
1,"PHB Taman Sari Asem Reges - Masjid Assalam","Tamansari","Jakarta Barat",585,"m",6,12
1,"PHB Taman Sari Masjid Assalam - POSPOL","Tamansari","Jakarta Barat",585,"m",6,1
1,"PHB Taman Sari POSPOL - RPTRA Madu","Tamansari","Jakarta Barat",365,"m",6,12
1,"PHB Taman Sari RPTRA Madu - Jl. Pangeran Jayakarta","Tamansari","Jakarta Barat",400,"m",6,1
1,"Kali Anak Ciliwung Kota (Perbatasan Pusat Hayam Wuruk - Poskota)","Tamansari","Jakarta Barat",500,"m",6,12
1,"Kali Anak Ciliwung Kota (Jln. Hayam Wuruk Poskota - Halte Olimo)","Tamansari","Jakarta Barat",500,"m",6,12
1,"Kali Anak Ciliwung Kota (Olimo-Depan Mall LTC)","Tamansari","Jakarta Barat",290,"m",6,12
1,"Kali Anak Ciliwung Kota (Pintu Air Tangki - Belakang LTC)","Tamansari","Jakarta Barat",500,"m",6,12
1,"Kali Anak Ciliwung Kota (Jembatan Masuk Glodok - Jembatan Pinangsia)","Tamansari","Jakarta Barat",290,"m",6,1
1,"Kali Anak Ciliwung Kota (Belakang LTC - Jembatan Masuk Glodok)","Tamansari","Jakarta Barat",380,"m",6,12
1,"Kali Cideng Pos PDI Perbatasan Pusat - Cagak Dipo","Tamansari","Jakarta Barat",390,"m",6,12
1,"Kali Cideng kampung Jawa - Gg. Kancil","Tamansari","Jakarta Barat",380,"m",6,2
1,"Kali Cideng Cagak Dipo Tanah Sereal - Kampung jawa","Tamansari","Jakarta Barat",250,"m",6,12
1,"Kali Krukut POSPOL - Jln. Talib Kemurnian","Tamansari","Jakarta Barat",150,"m",6,12
1,"PHB Jln. Talib 2","Tamansari","Jakarta Barat",250,"m",6,12
1,"PHB Ketapang Utara","Tamansari","Jakarta Barat",425,"m",6,12
1,"PHB Kerajinan","Tamansari","Jakarta Barat",600,"m",6,12
1,"PHB Keamanan Utara","Tamansari","Jakarta Barat",350,"m",6,12
1,"PHB Kampung Jawa","Tamansari","Jakarta Barat",200,"m",6,12
1,"PHB Kejayaan","Tamansari","Jakarta Barat",250,"m",6,12
1,"Kali Cideng Jln. Tanah Sereal (Gg. Kancil - jembatan Pekapuran)","Tamansari","Jakarta Barat",360,"m",6,12
1,"Kali Cideng Jln. Tanah Sereal jembatan Pekapuran - Gg. Betet","Tamansari","Jakarta Barat",360,"m",6,12
1,"Kali Cideng Jln. Tanah Sereal - GG. Betet - Kali Opak","Tamansari","Jakarta Barat",380,"m",6,2
1,"PHB Keagungan","Tamansari","Jakarta Barat",250,"m",6,12
1,"PHB Pecebokan","Tamansari","Jakarta Barat",150,"m",6,12
1,"PHB Timbul","Tamansari","Jakarta Barat",650,"m",6,1
1,"PHB Kesejahteraan","Tamansari","Jakarta Barat",250,"m",6,12
1,"PHB Keamanan Selatan","Tamansari","Jakarta Barat",600,"m",6,12
1,"Kali Besar ( Pancoran - Asemka)","Tamansari","Jakarta Barat",500,"m",6,1
1,"Kali Besar Jln. Kali Besar timur - jembatan Kota Intan","Tamansari","Jakarta Barat",500,"m",6,12
1,"Kali Besar ( Asemka - Jln. Kali Besar timur )","Tamansari","Jakarta Barat",500,"m",6,12
1,"PHB Nelayan","Tamansari","Jakarta Barat",200,"m",6,12
1,"PHB Kemenangan","Tamansari","Jakarta Barat",200,"m",6,12
1,"PHB Ciguni","Tamansari","Jakarta Barat",150,"m",6,12
1,"PHB Kemurnian","Tamansari","Jakarta Barat",200,"m",6,12
1,"PHB Pancoran","Tamansari","Jakarta Barat",250,"m",6,12
1,"Kali Mookervart Jembatan SUCACO - Jembatan PS HIPLI Depan Terminal","Kalideres","Jakarta Barat",1090,"m",6,3
1,"Kali Mookervart Jembatan PS HIPLI Depan Terminal - Jembatan Pabrik ASBES","Kalideres","Jakarta Barat",435,"m",6,3
1,"Kali Mookervart Jembatan Pabrik ASBES - Jembatan Pabrik Kaleng","Kalideres","Jakarta Barat",445,"m",6,2
1,"Kali Mookervart Jembatan Pabrik Kaleng - Jembatan Wr.Pojok","Kalideres","Jakarta Barat",425,"m",6,1
1,"Kali Mookervart Jembatan Warung Pojok - Saringan Kali Mookervart","Kalideres","Jakarta Barat",1420,"m",6,9
1,"Kali Citegal Alur (Jembatan Tempe - Jembatan Mede)","Kalideres","Jakarta Barat",835,"m",6,1
1,"Kali Citegal Alur (Jembatan Mede - Jembatan Perkutut)","Kalideres","Jakarta Barat",500,"m",6,12
1,"Kali Citegal Alur (Jembatan Perkutut - Jembatan Risma)","Kalideres","Jakarta Barat",500,"m",6,12
1,"PHB Ps.Menceng - PHB sumbawa","Kalideres","Jakarta Barat",500,"m",6,12
1,"PHB sumbawa - PHB Palapa","Kalideres","Jakarta Barat",907,"m",6,12
1,"Kali Semongol (Pintu Air Kali Semongol - Jembatan Semongol Rawamelati Ujung)","Kalideres","Jakarta Barat",834,"m",6,9
1,"PHB Rawa Kompeni CBC Perancis","Kalideres","Jakarta Barat",500,"m",6,7.12
1,"PHB Rawa Kompeni Kp.Gaga","Kalideres","Jakarta Barat",628,"m",6,7.12
1,"PHB Kamal Benda Ujung","Kalideres","Jakarta Barat",1180,"m",6,9.36
1,"PHB Kamal Benda SMK Bandara","Kalideres","Jakarta Barat",500,"m",6,2
1,"PHB Kamal Benda Pelompongan","Kalideres","Jakarta Barat",500,"m",6,7.12
1,"PHB Kampung Baru","Kalideres","Jakarta Barat",914,"m",6,16.48
1,"Kali Rawa Lele","Kalideres","Jakarta Barat",1250,"m",6,4
1,"PHB Rawa Banban","Kalideres","Jakarta Barat",712,"m",6,4
1,"PHB Sumur (Bor Pangkalan Ojek - Taman Sumur Bor)","Kalideres","Jakarta Barat",555,"m",6,12
1,"PHB Sumur Bor ( Taman Sumur Bor - Citra 2)","Kalideres","Jakarta Barat",200,"m",6,12
1,"PHB Citra 6 Jembatan Ancol","Kalideres","Jakarta Barat",642,"m",6,9
1,"PHB Taman Surya 5","Kalideres","Jakarta Barat",600,"m",6,2
1,"PHB Taman Surya","Kalideres","Jakarta Barat",918,"m",6,2
1,"Kali Mookervaart Jembatan Pelangi Jln Daan Mogot","Cengkareng","Jakarta Barat",796,"m",6,2
1,"Kali Mookervart Jembatan Basf Jln. Daan Mogot","Cengkareng","Jakarta Barat",230,"m",6,4
1,"Kali Apuran Atas Pedongkelan Pintu Air (Jln Setia - Jln. Pangeran TB. Cengkareng)","Cengkareng","Jakarta Barat",544,"m",6,3
1,"Kali Apuran Atas Pakuwon Jln. Taman Cengkareng Indah","Cengkareng","Jakarta Barat",500,"m",6,1
1,"Kali Apuran Atas Jembatan AGM Rw 016 Alfalah","Cengkareng","Jakarta Barat",956,"m",6,1
1,"PHB Gotong Royong","Cengkareng","Jakarta Barat",1300,"m",6,1
1,"Kali Apuran Atas Pintu Seng (Jln. Pedongkelan Belakang)","Cengkareng","Jakarta Barat",700,"m",6,1
1,"Kali Apuran Atas Jembatan Rintintin (Jln. Bangun Nusa)","Cengkareng","Jakarta Barat",436,"m",6,1
1,"Kali Apuran Atas Jembatan Puspa Raya ( Jln. Nusa Indah Timur)","Cengkareng","Jakarta Barat",600,"m",6,1
1,"PHB Jln. Raya Pedongkelan Rw. 09","Cengkareng","Jakarta Barat",868,"m",6,1
1,"PHB Kapuk Bongkaran Jln PHB Cengkareng Indah","Cengkareng","Jakarta Barat",1000,"m",6,2
1,"Kali PHB Metro (Jl. Kayu Besar. Depan Green Lake City Resident)","Cengkareng","Jakarta Barat",900,"m",6,1
1,"PHB Kayu Besar Jln. Kapuk Raya Cengkareng","Cengkareng","Jakarta Barat",800,"m",6,1
1,"Kali PHB Kapuk Raya Jln. Kapuk Raya Rw 011","Cengkareng","Jakarta Barat",700,"m",6,1
1,"Kali PHB Mesjid Al Munawaroh Jln. Kapuk Raya Rw 03","Cengkareng","Jakarta Barat",700,"m",6,1
1,"PHB Kelurahan Kapuk Jln. Kapuk Raya","Cengkareng","Jakarta Barat",400,"m",6,1
1,"Kali Maja (Rawa Bengkel) Jln Rawa Bengkel","Cengkareng","Jakarta Barat",1465,"m",6,2
1,"Kali Maja (Rawa Bengkel) Jln. Jambu Air","Cengkareng","Jakarta Barat",350,"m",6,12
1,"Kali BCT Ring Road (Jl. Kamal Raya Sunter Ringroad)","Cengkareng","Jakarta Barat",403,"m",6,12
1,"Kali Putaran BCT Ring Road (Jl. Kamal Raya Sunter Ringroad)","Cengkareng","Jakarta Barat",687,"m",6,1
1,"Kali Apuran Atas BSI Jln Utama III","Cengkareng","Jakarta Barat",820,"m",6,1
1,"Kali Apuran Atas Cenderawasi Jln Anggrek","Cengkareng","Jakarta Barat",480,"m",6,1
1,"Kali Apuran Atas Jembatan Gereja Khatolik Trinitas Jln. Utama III","Cengkareng","Jakarta Barat",350,"m",6,1
1,"PHB Peternakan Masjid Jln. Perternakan Raya","Cengkareng","Jakarta Barat",1200,"m",6,3
1,"Kali Apuran Bawah (Jln. Jagal)","Cengkareng","Jakarta Barat",550,"m",6,3
1,"Kali Apuran Atas Bawah Pintu Air Kapuk Pulo Jln. Baru Kapuk pulo Rt 09/10","Cengkareng","Jakarta Barat",500,"m",6,2
1,"Kali Apuran Atas Jembatan Chandra Jln. Baru Kapuk Pulo Rt 05 Rw 10","Cengkareng","Jakarta Barat",550,"m",6,2
1,"Kali Apuran Bawah Jembatan Gg. Pacul Jln. Mangga Ubi Rw. 07","Cengkareng","Jakarta Barat",550,"m",6,2
1,"Kali Apuran Bawah Jembatan Pergudangan Jln. Baru Kapuk Pulo Raya","Cengkareng","Jakarta Barat",550,"m",6,2
1,"PHB Peternakan 2. Jl Mangga Ubi","Cengkareng","Jakarta Barat",650,"m",6,2
1,"PHB Jagal Peternakan Jl. Peternakan Raya","Cengkareng","Jakarta Barat",1000,"m",6,2
1,"PHB Wihara Rw 09 - Jln Taman Kosambi Timur Baru","Cengkareng","Jakarta Barat",1200,"m",6,2
1,"PHB Ipal Pondok Randu Jln. Lingkar Luar","Cengkareng","Jakarta Barat",950,"m",6,2
1,"Kali Angke (Kosambi) Jln Lingkar Luar","Cengkareng","Jakarta Barat",337,"m",6,2
1,"PHB Rw 12 Jln. Dharma Kencana III","Cengkareng","Jakarta Barat",1200,"m",6,12
1,"PHB Wihara Rw 09 - PHB RPTRA Kosambi Baru Rw 12 Jln Kosambi Baru","Cengkareng","Jakarta Barat",909,"m",6,12
1,"PHB RPTRA Kosambi Baru Rw 10 Jln. Kosambi Baru Utara Raya","Cengkareng","Jakarta Barat",1200,"m",6,2
1,"Kali Baru Barat Simatupang","Jagakarsa","Jakarta Selatan",1200,"m",6,1
1,"Aliran Kali Baru Barat IISIP Lenteng Agung","Jagakarsa","Jakarta Selatan",1500,"m",6,2
1,"Aliran Kali Baru Barat Jln. Joe","Jagakarsa","Jakarta Selatan",1000,"m",6,2
1,"Saluran PHB Lenteng Agung","Jagakarsa","Jakarta Selatan",1500,"m",6,1
1,"Saluran PHB Tanjung Barat","Jagakarsa","Jakarta Selatan",1000,"m",6,12
1,"Saluran PHB Joe Jln. Nangka","Jagakarsa","Jakarta Selatan",1500,"m",6,2
1,"Kali Baru Barat HULU Jl. Kahfi Gg. Cipedak 5","Jagakarsa","Jakarta Selatan",1000,"m",6,12
1,"Kali Baru Barat Pintu Air Setu Babakan","Jagakarsa","Jakarta Selatan",1000,"m",6,1
1,"Saluran PHB Mabat","Jagakarsa","Jakarta Selatan",1000,"m",6,7.12
1,"Kali Baru Barat Pintu Pitung Babakan","Jagakarsa","Jakarta Selatan",1000,"m",6,0
1,"Aliran Kali Krukut Jln. Aselih","Jagakarsa","Jakarta Selatan",1500,"m",6,0
1,"Saluran PHB Setu Babakan Bawah","Jagakarsa","Jakarta Selatan",1200,"m",6,0
1,"Saluran PHB Teladan","Jagakarsa","Jakarta Selatan",1200,"m",6,7.12
1,"Saluran PHB Mujair","Pasar Minggu","Jakarta Selatan",1500,"m",6,7.12
1,"Saluran PHB Poltangan Pejaten Timur","Pasar Minggu","Jakarta Selatan",1501,"m",6,0
1,"Kali Pulo TB. Simatupang - Jembatan Warung Buncit Ketapang","Pasar Minggu","Jakarta Selatan",898,"m",6,0
1,"Kali Pulo Warung Buncit Ketapang -Kompleks Buncit Amil","Pasar Minggu","Jakarta Selatan",1000,"m",6,0
1,"Saluran PHB Kompleks Brimob Al-Fajri","Pasar Minggu","Jakarta Selatan",1200,"m",6,0
1,"Saluran PHB Saco Kel. Ragunan Jl. Simatupang RS. Pasar Minggu","Pasar Minggu","Jakarta Selatan",1000,"m",6,0
1,"Saluran PHB RSUD Pasar Minggu","Pasar Minggu","Jakarta Selatan",500,"m",6,12
1,"Danau Poncol BPP Pertanian - Kelurahan Ragunan","Pasar Minggu","Jakarta Selatan",1000,"m",6,12
1,"Kali Ciliwung RW 07 Kalibata Indah","Pancoran","Jakarta Selatan",1000,"m",6,0
1,"Saluran PHB Jln. Asem Kali Bata Timur","Pancoran","Jakarta Selatan",1000,"m",6,0
1,"Danau Taman Makam Pahlawan Kalibata","Pancoran","Jakarta Selatan",500,"m",6,0
1,"Kali Bata TMP STEKPI - MT. Haryono","Pancoran","Jakarta Selatan",1000,"m",6,12
1,"Saluran PHB Puskesmas Duren Tiga","Pancoran","Jakarta Selatan",500,"m",6,12
1,"Kali Baru Barat Potlot Jln. Pensil","Pancoran","Jakarta Selatan",1500,"m",6,12
